sample_text,class,class_number,intent,sub_intent,language
วิเคราะห์ความแตกต่างระหว่างการใช้เทคนิคการเรียนรู้ของเครื่องแบบ unsupervised และ supervised ในระบบแนะนำสินค้า และกรณีศึกษาในธุรกิจอีคอมเมิร์ซ,Hybrid Research Query,3,hybrid_intent,comparison_request,th
ในงานวิจัยนี้ ผู้เขียนอธิบายกลไกการทำงานของอัลกอริทึมในการวิเคราะห์สตรีมข้อมูลอย่างไร?,Academic Research Query,1,academic_intent,explanation_request,th
How is topological data analysis used in real-world wireless network optimization?,Hybrid Research Query,3,hybrid_intent,summary_request,en
มีเพลงอะไรที่เหมาะกับการเดินทางไหม,Casual Conversation and General Query,4,out_of_domain,music_recommendations,th
ช่วยสรุปผลการวิจัยวิชาการและแนวโน้มปัจจุบันเกี่ยวกับการใช้ AI ในการวิเคราะห์ข้อมูลสุขภาพเพื่อปรับปรุงการดูแลผู้ป่วยได้หรือไม่?,Hybrid Research Query,3,hybrid_intent,summary_request,th
วิธีแก้ปัญหามือถือแบตหมดเร็วทำอย่างไร,Casual Conversation and General Query,4,out_of_domain,tech_support,th
การใช้เทคนิค Domain Adaptation ช่วยเพิ่มประสิทธิภาพของการจำแนกภาพจากภาพดาวเทียมในประเทศไทยหรือไม่?,Academic Research Query,1,academic_intent,hypothesis_testing,th
How has research on self-supervised learning in computer vision translated into real-world applications like autonomous driving?,Hybrid Research Query,3,hybrid_intent,comparison_request,en
เน็ตบ้านช้าจังเลย มีเบอร์ช่างให้หน่อยได้ไหม?,Casual Conversation and General Query,4,out_of_domain,tech_support,th
How are foundation models being used in real-time business intelligence dashboards?,Hybrid Research Query,3,hybrid_intent,search_request,en
How does academic research on contrastive learning for visual transformers translate to real-world business intelligence applications?,Hybrid Research Query,3,hybrid_intent,comparison_request,en
"What is the formal definition of epistemic uncertainty in the context of Bayesian neural networks, and how is it quantified?",Academic Research Query,1,academic_intent,definition_request,en
